Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
8/27/2015,0,3.2,8.5,0.2,0.2,23,26.11111111
8/27/2015,0,5.7,7,0.2,0.4,25,26.11111111
9/9/2015,0,10,7.5,0.2,0.2,29,28.33333333
9/9/2015,0,2.9,9,0.05,0.05,26,27.22222222
9/9/2015,0,,7.5,0.8,0.8,28,28.88888889
9/9/2015,0,4.8,7,0.6,0.9,28,27.77777778
9/22/2015,0,,7.5,0.7,0.7,25,23.33333333
9/22/2015,0,4.5,8,0.3,0.3,23,22.77777778
9/22/2015,0,2.3,8,0.3,0.3,24,22.77777778
9/22/2015,0,,7,0.7,0.9,24,23.33333333
10/7/2015,0,,7,0.2,0.2,19,19.44444444
10/7/2015,0,5.5,7,0.3,0.5,18,18.33333333
10/7/2015,0,,6,0.5,0.7,20,19.44444444
10/7/2015,0,6.2,6,0.9,1.2,,18.88888889
10/13/2015,0,6.7,7,0.4,0.4,15,11.11111111
10/13/2015,0,6,7,0.05,0.05,12,10
10/13/2015,0,,6.5,1,1.3,14,10
10/13/2015,0,4.9,7,0.4,0.6,12,10
11/3/2015,0,6.6,7,0.4,0.6,28,18.33333333
11/3/2015,0,6.6,6.5,1.2,1.3,18,18.33333333
11/3/2015,0,,7,0.1,0.1,19,18.88888889
11/3/2015,0,,7,0.4,0.4,18,18.88888889
11/17/2015,0,,6.5,0.9,1.5,14,13.88888889
11/17/2015,0,8,7,0.1,0.1,14,12.77777778
11/17/2015,0,6.5,6.5,0.5,0.5,15,13.33333333
11/17/2015,0,5.5,7.5,0.25,0.8,13,12.77777778
12/1/2015,0,7.1,6.5,0.8,1.6,,11.11111111
12/1/2015,0,,7,0.3,0.5,14,11.11111111
12/1/2015,0,,7,0.5,0.5,15,11.11111111
12/1/2015,0,,6.5,0.1,0.1,14,11.11111111
12/15/2015,0,,6.5,0.3,0.3,17,17.22222222
12/15/2015,0,,7,0.6,0.6,15,17.22222222
12/15/2015,0,6.6,6,0.7,1.8,16,17.22222222
12/15/2015,0,7.9,7,0.5,0.8,17,17.22222222
12/30/2015,0,8.7,7,0.7,0.9,18,15
12/30/2015,0,6.2,6,0.7,1.4,19,15
12/30/2015,0,,6,0.3,0.3,17,15.55555556
12/30/2015,0,,6,0.7,1.3,17,15.55555556
1/13/2016,0,6.6,6.5,0.3,0.3,5,4.444444444
1/13/2016,0,,6.5,0.7,1.9,6,4.444444444
1/13/2016,0,9.1,7,0.5,0.9,5,3.888888889
1/13/2016,0,6.5,6.5,0.5,0.8,7,3.888888889
2/11/2016,0,,6,0.6,0.6,2,-2.777777778
2/11/2016,0,,6,0.4,1,5,-2.777777778
2/11/2016,0,10,5.5,0.6,1.3,3,-2.777777778
2/11/2016,0,9.5,7,0.1,0.2,5,-2.777777778
2/23/2016,0,,6.5,0.8,1.8,10,8.888888889
2/23/2016,0,9,7,0.4,0.6,11,8.888888889
2/23/2016,0,8,,0.4,0.4,11,8.888888889
2/23/2016,0,7.5,6.5,0.5,1,11,8.888888889
3/8/2016,0,9.5,7,0.3,0.7,11,15.55555556
3/8/2016,0,9.5,6.5,0.9,1.8,12,15.55555556
3/8/2016,0,,7,0.7,0.7,12,16.66666667
3/8/2016,0,,7,0.3,1,12,16.66666667
3/22/2016,0,,6.5,0.8,1.8,12,10
3/22/2016,0,7.1,6.5,0.6,0.6,11,8.888888889
3/22/2016,0,6.5,7,0.3,0.3,11,10
3/22/2016,0,7.1,7,0.4,0.4,10,8.888888889
4/14/2016,0,6,6.5,0.9,1.3,14,8.888888889
4/14/2016,0,,8,0.2,0.2,14,8.888888889
4/14/2016,0,,6.5,0.5,0.6,15,8.888888889
4/14/2016,0,7.9,7,0.3,0.3,13,8.888888889
5/3/2016,0,,6.5,0.5,1.2,21,18.88888889
5/3/2016,0,,6.5,0.2,0.2,20,18.88888889
5/3/2016,0,,7,0.4,0.9,22,18.88888889
5/3/2016,0,4.5,7,0.4,0.9,21,18.33333333
8/31/2016,0,4.3,8.5,0.3,0.5,27,27.22222222
8/31/2016,0,,6.5,0.9,0.9,29,27.22222222
8/31/2016,0,4.2,8.5,0.01,0.01,28,27.22222222
8/31/2016,0,3.9,7.5,0.4,0.4,28,27.77777778
9/22/2016,0,,6.5,0.3,0.3,24,23.88888889
9/22/2016,0,3.2,7,0.9,1,23,23.88888889
9/22/2016,0,5,6,0.6,1.8,,23.88888889
9/22/2016,0,,6.5,0.6,0.7,25,23.88888889
10/5/2016,0,6.8,,0.4,0.6,21,21.11111111
10/5/2016,0,2.9,6.5,0.3,0.3,25,21.11111111
10/5/2016,0,3.8,6.5,0.5,0.5,22,21.11111111
10/18/2016,0,6,6.5,0.5,1.4,25,18.88888889
10/18/2016,0,6.3,7,0.5,1.2,,18.33333333
10/18/2016,0,,6.5,0.3,0.3,24,18.88888889
10/18/2016,0,,6.5,0.2,0.5,22,19.44444444
11/2/2016,0,6.3,6.7,0.7,0.7,17,15.55555556
11/2/2016,0,4.4,6.5,0.2,0.4,16,15.55555556
11/2/2016,0,3.8,6.5,0.2,0.2,16,15.55555556
11/2/2016,0,,6.5,0.8,1.6,17,15.55555556
11/16/2016,0,,6.5,0.3,0.4,18,12.77777778
11/16/2016,0,9,7,0.7,0.8,13,12.77777778
11/16/2016,0,8.8,6.5,1,1.3,14,12.77777778
11/16/2016,0,,6.5,0.25,0.25,12,12.77777778
12/7/2016,0,10,6.5,0.9,1.1,11,8.888888889
12/7/2016,0,7.6,7,0.4,0.5,11,8.888888889
12/7/2016,0,,6.5,0.5,0.5,10,8.888888889
12/7/2016,0,,7,0.3,0.5,11,8.888888889
12/20/2016,0,,6.5,0.4,0.4,5,3.333333333
12/20/2016,0,,7,0.4,0.4,6,3.333333333
12/20/2016,0,10,6.5,1.7,1.7,5,3.333333333
12/20/2016,0,6.7,7,3,3.5,5,3.333333333
1/24/2017,0,,6,0.7,1.2,9,7.222222222
1/24/2017,0,7.9,,0.5,0.6,9,7.222222222
1/24/2017,0,7.6,6.5,0.3,0.5,8,7.222222222
1/24/2017,0,3.2,7,0.3,0.6,9,7.222222222
2/7/2017,0,,7,0.3,0.3,11,15
2/7/2017,0,8.2,7,0.3,0.6,9,14.44444444
2/7/2017,0,10,6.5,0.9,1.3,10,14.44444444
2/7/2017,0,,7,0.5,0.7,9,15
2/21/2017,0,5.2,7,0.5,0.5,12,8.888888889
2/21/2017,0,5.2,7,0.3,0.5,13,8.888888889
2/21/2017,0,5.7,6.5,0.5,0.9,13,10
2/21/2017,0,,6.5,0.9,1.1,13,10
3/8/2017,0,,6.5,0.2,0.4,13,8.333333333
3/8/2017,0,,6.5,0.4,0.4,13,8.888888889
3/8/2017,0,7.1,7,0.3,0.5,13,8.333333333
3/8/2017,0,10,6.5,1.6,1.6,12,8.333333333
3/21/2017,0,3.2,7,0.3,0.3,10,10
3/21/2017,0,5,7,0.3,0.3,10,10.55555556
3/21/2017,0,,,,,,10.55555556
3/21/2017,0,,6.5,0.9,1.7,10,10.55555556
4/4/2017,0,6.2,6.5,1,1.1,19,21.11111111
4/4/2017,0,,7,0.2,0.3,19,21.66666667
4/4/2017,0,,7,0.5,0.6,20,21.66666667
4/4/2017,0,4.2,6.25,0.2,0.9,19,20.55555556
4/4/2017,0,,7,0.5,0.6,20,21.66666667
4/4/2017,0,,7,0.2,0.3,19,21.66666667
4/18/2017,0,,6.5,0.4,0.9,19,16.11111111
4/18/2017,0,6,6,0.4,0.7,20,16.11111111
4/18/2017,0,,6.5,0.4,0.4,19,16.11111111
4/18/2017,0,7.3,6,1,1.1,17,16.11111111
5/11/2017,0,,6.5,0.4,0.7,19,17.22222222
5/11/2017,0,5,6,0.4,0.4,18,16.66666667
5/11/2017,0,,6.5,0.2,0.2,18,16.66666667
5/11/2017,0,6.5,6.5,0.8,1.7,19,16.66666667
5/25/2017,0,,6.5,0.7,1.8,22,22.77777778
5/25/2017,0,4.2,6.5,0.6,0.8,22,22.22222222
5/25/2017,,,,,,,22.22222222
5/25/2017,0,6.9,7,0.5,0.9,20,22.22222222
6/7/2017,0,,,,,,17.77777778
6/7/2017,0,3.5,6,0.6,0.9,21,17.77777778
6/7/2017,0,,6.5,0.5,0.6,23,18.33333333
6/7/2017,0,4.6,6.5,0.7,1.6,22,17.77777778
6/19/2017,0,3.9,7,0.5,0.5,26,22.22222222
6/19/2017,0,4.3,6.5,0.5,1,25,22.22222222
6/19/2017,0,,6.5,0.5,0.7,27,22.22222222
6/19/2017,0,,6.5,0.7,1.2,26,22.22222222
7/11/2017,0,,7,0.5,0.5,31,24.44444444
7/11/2017,0,5.3,6.5,0.7,1.1,29,23.88888889
7/11/2017,0,4.7,7,0.4,0.9,27,23.88888889
7/11/2017,0,,7,0.5,0.5,31,24.44444444
7/25/2017,0,,6.5,0.9,1.2,29,27.77777778
7/25/2017,0,3.6,7,0.8,0.9,27,27.77777778
7/25/2017,0,4.2,7,0.2,0.2,28,27.22222222
7/25/2017,0,6.2,7,0.4,0.9,26,27.22222222
8/8/2017,0,,6.5,0.8,1,25,21.11111111
8/8/2017,0,,6.5,0.1,0.1,25,21.11111111
8/8/2017,0,4.8,,0.9,1.7,25,21.11111111
8/8/2017,0,6.2,7,0.4,0.9,25,21.11111111
9/12/2017,0,6,7,0.3,0.3,20,22.22222222
9/12/2017,0,5.8,6.5,1,1.7,20,22.22222222
9/12/2017,0,,6.5,0.3,0.3,20,22.22222222
9/12/2017,0,,7,0.4,0.4,21,22.22222222
9/29/2017,0,,,0.1,0.1,,25.55555556
9/29/2017,0,3,7,0.1,0.1,24.5,25.55555556
9/29/2017,0,,6.5,1.3,1.3,25,25.55555556
10/12/2017,0,5.2,7,1.5,1.9,25,23.33333333
10/12/2017,0,,7,0.1,0.1,25,23.33333333
10/12/2017,0,,6.5,0.3,0.4,25,23.33333333
10/12/2017,0,5.8,6.5,1.8,2.1,26,23.33333333
10/26/2017,0,6.8,6.5,0.2,0.4,27,12.22222222
10/26/2017,0,7.1,7,0.35,0.8,26,12.22222222
10/26/2017,0,4.1,6.5,0.2,0.2,26,12.22222222
10/26/2017,0,,6.5,1.2,1.2,27,12.22222222
11/8/2017,,6.9,6.5,1.2,1.5,16,11.11111111
11/8/2017,,6.6,7,0.5,0.5,16,11.11111111
11/8/2017,,,6.5,0.2,0.2,15,11.11111111
11/8/2017,,,6.5,0.6,0.6,16,11.11111111
11/29/2017,0,10,7,0.6,0.8,9,8.888888889
11/29/2017,,,,,,,-17.77777778
11/29/2017,0,5.2,6.5,0.2,0.2,6,8.888888889
11/29/2017,0,,6.5,1.3,1.3,7,8.888888889
12/12/2017,0,,6.5,0.2,0.2,6,8.888888889
12/12/2017,0,9.9,6.5,1.3,1.3,7,8.888888889
12/12/2017,0,,6.5,0.7,0.7,6,8.888888889
12/12/2017,0,10,7,0.6,0.8,9,8.888888889
1/16/2018,0,10,6.5,1.6,1.6,4,2.777777778
1/16/2018,0,,7,0.6,0.6,5,2.777777778
1/16/2018,,,,,,,2.777777778
1/16/2018,0,,6.5,0.3,0.3,5,2.777777778
1/31/2018,0,8,7,0.1,0.2,4,-1.111111111
1/31/2018,0,,6.5,1.2,1.3,4,-1.111111111
1/31/2018,0,10,7,1,1,3,-1.111111111
1/31/2018,0,7.7,6.5,0.4,0.5,3,-1.111111111
2/14/2018,0,6,6,0.5,0.5,5,7.222222222
2/14/2018,0,,6.5,1,1.8,7,7.222222222
2/14/2018,0,,6.5,0.5,0.5,8,7.222222222
2/14/2018,0,9.5,6.5,1.3,1.4,6,7.222222222
3/7/2018,0,9.2,7,0.1,0.1,9,8.333333333
3/7/2018,0,,6.5,1.1,1.8,8,8.333333333
3/7/2018,0,,6.5,0.2,0.2,8,8.333333333
3/7/2018,0,10,6.5,1,1.5,8,8.333333333
3/22/2018,0,8.8,6,0.2,0.5,6,4.444444444
3/22/2018,0,9.8,6.5,0.2,0.2,5,4.444444444
3/22/2018,0,8,6.5,0.7,0.9,7,4.444444444
3/22/2018,0,,6.5,1.1,1.7,7,4.444444444
4/4/2018,1,,7,0.5,0.5,19,21.11111111
4/4/2018,0.66,7.9,6.5,0.1,0.9,17,21.11111111
4/4/2018,1,8,,0.9,1.3,18,21.11111111
4/17/2018,1,,7,0.9,1.3,14,8.888888889
4/17/2018,1,8,6.5,0.4,0.4,10,8.888888889
4/17/2018,1,,7,1.3,1.6,14,8.888888889
4/17/2018,1.2,7.8,6.5,0.2,1,14,8.888888889
5/10/2018,0.1,,7,0.7,0.9,21,18.33333333
5/10/2018,0.18,6,6.5,0.2,0.4,20,16.66666667
5/10/2018,0.8,,7.5,0.3,0.3,22,18.33333333
5/10/2018,0,6.3,6.5,0.8,1.2,21.4,17.22222222
5/25/2018,0.1,4,6.5,5.5,7,26,28.88888889
5/25/2018,0,,6.5,0.9,1.6,25,22.77777778
5/25/2018,0.6,4.9,7,0.4,0.4,26.1,23.33333333
5/25/2018,2.3,6.9,6.5,0.4,0.9,25,22.77777778
6/14/2018,0.1,,7,1,1.2,26,28.88888889
6/14/2018,0.1,5.6,7,0.5,0.9,24,27.77777778
6/14/2018,0.08,,7,0.3,0.3,29,28.33333333
6/14/2018,0,5,6.5,0.8,1.3,27,27.77777778
6/27/2018,0.1,4.7,4.8,0.5,0.5,27,24.44444444
6/27/2018,,6,7,0.4,0.8,24,24.44444444
6/27/2018,0.7,3.7,7,0.2,0.2,26,24.44444444
6/27/2018,0,,6.5,0.7,1.5,25,24.44444444
7/18/2018,2.6,6.2,7,0.6,0.9,26,26.66666667
7/18/2018,0.8,,7,0.1,0.1,28,26.66666667
7/18/2018,0.1,,7,0.5,0.5,28,26.66666667
7/18/2018,0,4,,0.8,1.5,27,26.66666667
8/1/2018,8,,6.5,0.4,0.4,30,28.33333333
8/1/2018,0,,6.5,0.5,1.2,29,28.33333333
8/1/2018,0,4,6.5,0.5,1.6,28,27.77777778
8/1/2018,1.9,3.8,7,0.5,1.2,26,27.77777778
8/14/2018,2.1,6,7,0.5,0.9,26,24.44444444
8/14/2018,0,7.3,6.5,0.2,0.2,27,25
8/14/2018,,,6.5,0.4,1.5,28,25
8/14/2018,0,3.8,6.5,0.4,1.2,28,25.55555556
9/4/2018,1.9,6.2,7.5,0.4,0.7,28,27.77777778
9/4/2018,0,,6.5,0.8,0.8,31,29.44444444
9/4/2018,0,,6.5,0.2,0.2,30,29.44444444
9/4/2018,0,3.2,6.5,0.8,1.3,30,28.33333333
9/20/2018,0,5,6.5,0.2,0.2,28,26.66666667
9/20/2018,0.09,4.4,6.5,0.3,0.5,28,26.66666667
9/20/2018,1.6,4.2,7,0.4,1,25,25.55555556
9/20/2018,0,5,6.5,0.4,1.4,25,26.66666667
10/11/2018,0,,6.5,0.1,0.1,27,26.11111111
10/11/2018,1.9,5,7,4,1.2,25,25.55555556
10/11/2018,0,6,6.5,0.7,1.2,26,25.55555556
10/11/2018,0,,6.5,0.4,0.4,27,26.11111111
10/24/2018,0,6.6,6.5,0.2,0.7,15,14.44444444
10/24/2018,0,,6.5,0.6,1.3,16,14.44444444
10/24/2018,0,9,7,0.3,0.6,18,14.44444444
10/24/2018,0.1,6.7,6.5,0.2,0.2,15,14.44444444
10/28/2018,0.1,5,7,0.4,0.5,13,9.444444444
10/28/2018,0,,6.5,1.1,1.2,13,9.444444444
10/28/2018,0.9,2.9,7,0.4,0.9,13,9.444444444
11/7/2018,1.7,,7,0.45,0.9,20,18.33333333
11/7/2018,,0,7,0.2,0.2,20,18.33333333
11/7/2018,0,6.9,6.5,0.9,1.3,20,18.33333333
11/7/2018,0,,6.5,0.6,0.6,20,18.33333333
12/11/2018,0,,6.5,0.4,0.4,9,5.555555556
12/11/2018,0,,6.5,1.2,1.4,11,5.555555556
12/11/2018,0,,6.5,0.8,1.2,11,5.555555556
12/11/2018,0.1,,7,0.1,0.1,10,5.555555556
2/6/2019,0,,6.5,0.2,0.2,15,13.88888889
2/6/2019,0,6,7,0.4,0.6,15,13.33333333
2/6/2019,0,10,6.5,1,1.5,13,7.777777778
2/6/2019,0,,6.5,0.1,0.5,15,13.88888889
2/28/2019,0,,6.5,1,1.5,13,7.777777778
2/28/2019,0,8.7,6.5,0.4,0.4,10,7.777777778
2/28/2019,0.7,10,6.5,0.4,0.6,12,7.777777778
2/28/2019,0,10,7,0.4,1.3,10,7.777777778
3/14/2019,0.6,8.7,6.5,0.4,0.8,15,15
3/14/2019,0,,6.5,0.7,1.2,15,15.55555556
3/14/2019,0,8.3,6.5,1,1.4,16,15
3/14/2019,0,,6.5,0.4,0.4,15,15.55555556
3/26/2019,0,7,6.5,0,0.4,11,6.666666667
3/26/2019,0,9.5,7,0.3,0.3,12,6.666666667
3/26/2019,0,,6.5,0.9,1.4,14,6.666666667
4/10/2019,0,6.7,6.5,0.9,1.4,20,13.88888889
4/10/2019,0,7.4,6.5,0.2,0.7,19,13.88888889
4/10/2019,0.2,,7,0.2,0.2,19,14.44444444
4/24/2019,0,,6.5,0.6,0.14,22,20
4/24/2019,0.2,7,,0.5,0.5,23,20.55555556
4/24/2019,0.7,4,6.5,0.3,1,22,20
4/24/2019,,,,,,,-17.77777778
4/26/2019,0.6,10,6.5,0.1,0.4,12,6.666666667
5/8/2019,0,,6.5,0.1,0.1,28,21.66666667
5/8/2019,0.8,5.3,7,0.4,0.7,22,20.55555556
5/8/2019,0.24,4.8,6.5,0.7,0.13,24,21.11111111
5/8/2019,0,,7,0.4,0.9,27,21.66666667
5/23/2019,0,4.9,7,0.4,0.6,25,20.55555556
5/23/2019,0,,6.5,0.9,1.2,27,21.11111111
5/23/2019,0,4.1,7,0.3,0.3,27,20.55555556
5/23/2019,0.8,6.9,7,0.4,0.9,22,20.55555556
6/5/2019,9,4.2,8,0.4,0.9,24,22.22222222
6/5/2019,2,,8,0.6,0.8,28,22.77777778
6/5/2019,2,,9,0.2,0.2,27,22.77777778
6/5/2019,0,4.1,7,0.6,1.1,15,22.22222222
7/3/2019,0,6.5,7.5,0.4,0.9,26,29.44444444
7/3/2019,0,,7.5,0.1,0.1,33,30.55555556
7/3/2019,0,,7,0.7,0.8,33,30.55555556
7/3/2019,0,5.9,7,0.4,1.1,28,30
8/6/2019,,,7.5,0.7,0.9,31,27.22222222
8/6/2019,0,,7.5,0.1,0.1,31,27.77777778
8/6/2019,0,3.6,6.5,0.7,1.2,25,26.11111111
8/6/2019,0.01,4.4,7.5,0.4,0.8,25,26.11111111
8/20/2019,0,,7,0.1,0.1,31,30.55555556
8/20/2019,0,4,7,0.4,1,26,27.77777778
8/20/2019,,,6.5,1.2,0.5,27,28.88888889
8/20/2019,0,3.6,7,0.5,0.5,28,28.88888889
9/3/2019,0.1,,7,0.1,0.1,30,26.66666667
9/3/2019,0,4.5,9,0.4,0.9,27,26.11111111
9/3/2019,0,5.5,7,0.5,1.2,28,26.66666667
9/3/2019,0,,7,0.8,1,28,26.66666667
9/18/2019,0,4.7,6.5,0.2,0.2,23,21.66666667
9/18/2019,0.5,4.1,7.5,0.4,0.4,22.8,21.66666667
9/18/2019,0,4.6,7,0.6,0.6,23,21.66666667
9/18/2019,0,,7,0.5,1,23,-17.77777778
10/11/2019,0,,6.5,0.9,1,20,17.22222222
10/11/2019,0.1,6,,0.3,0.3,19,18.33333333
10/11/2019,0,,7,0.1,0.1,20,18.33333333
10/11/2019,0,,7,0.6,0.6,19,18.33333333
10/23/2019,0,5.9,7,0.5,1,20,17.22222222
10/23/2019,0.5,6.2,7,0.5,0.9,19,17.22222222
10/23/2019,0,,6.5,0.9,1,20,17.22222222
10/23/2019,0,4.6,6.5,0.2,0.2,20,17.22222222
10/28/2019,0.1,,6.5,0.7,1,13,9.444444444
11/5/2019,0,,6.5,9,12,27,21.11111111
